YBL042C	FUI1	138341	140260	1920
YBL043W	ECM13	136688	137461	774
YBL044W	""	135998	136366	369
YBL045C	COR1	134143	135516	1374
YBL046W	PSY4	132424	133749	1326
YBL047C	EDE1	127895	132040	4146
YBL048W	RRT1	127299	127610	312
YBL049W	MOH1	126828	127244	417
YBL050W	SEC17	125125	126119	995
YBL051C	PIN4	122753	124759	2007
YBL052C	SAS3	119379	121874	2496
YBL053W	""	119335	119709	375
YBL054W	TOD6	117589	119166	1578
YBL055C	""	115573	116829	1257
YBL056W	PTC3	113762	115168	1407
YBL057C	PTH2	112801	113427	627
YBL058W	SHP1	111437	112708	1272
YBL059C-A	CMC2	110125	110539	415
YBL059W	""	110594	111244	651
YBL060W	YEL1	107932	109995	2064
YBL061C	SKT5	105316	107406	2091
YBL062W	""	105308	105688	381
YBL063W	KIP1	101886	105221	3336
YBL064C	PRX1	100371	101156	786
YBL065W	""	99963	100307	345
YBL066C	SEF1	96669	100115	3447
YBL067C	UBP13	93639	95882	2244
YBL068W	PRS4	92414	93394	981
YBL068W-A	""	91794	92030	237
YBL069W	AST1	90741	92030	1290
YBL070C	""	90605	90925	321
YBL071C	""	90223	90531	309
YBL071C-B	""	89458	89556	99
YBL071W-A	KTI11	89978	90226	249
YBL072C	RPS8A	88523	89125	603
YBL073W	""	87646	87957	312
YBL074C	AAR2	86722	87789	1068
YBL075C	SSA3	84499	86448	1950
YBL076C	ILS1	81043	84261	3219
YBL077W	""	80897	81328	432
YBL078C	ATG8	80378	80731	354
YBL079W	NUP170	75259	79767	4509
YBL080C	PET112	73070	74695	1626
YBL081W	""	71866	72972	1107
YBL082C	ALG3	69751	71127	1377
YBL083C	""	69713	70138	426
YBL084C	CDC27	67169	69445	2277
YBL085W	BOI1	63876	66818	2943
YBL086C	""	61202	62602	1401
YBL087C	RPL23A	59822	60739	918
YBL088C	TEL1	51019	59382	8364
YBL089W	AVT5	49574	50953	1380
YBL090W	MRP21	48825	49358	534
YBL091C	MAP2	47363	48628	1266
YBL091C-A	SCS22	46565	47180	616
YBL092W	RPL32	45978	46370	393
YBL093C	ROX3	44256	44918	663
YBL094C	""	43765	44097	333
YBL095W	MRX3	43277	44089	813
YBL096C	""	43174	43482	309
YBL097W	BRN1	40831	43095	2265
YBL098W	BNA4	39145	40527	1383
YBL099W	ATP1	37053	38690	1638
YBL100C	""	36989	37303	315
YBL100W-C	""	28427	28546	120
YBL101C	ECM21	24946	28299	3354
YBL102W	SFT2	24098	24745	648
YBL103C	RTG3	22076	23536	1461
YBL104C	SEA4	18177	21293	3117
YBL105C	PKC1	14241	17696	3456
YBL106C	SRO77	10847	13879	3033
YBL107C	MIX23	9961	10551	591
YBL107W-A	""	9268	9372	105
YBL108C-A	PAU9	7605	7733	129
YBL108W	""	8177	8482	306
YBL109W	""	5790	6125	336
YBL111C	""	2907	5009	2103
YBL112C	""	2582	2899	318
YBL113C	""	280	2658	2379
YBL113W-A	""	646	1128	483
YBR001C	NTH2	238941	241283	2343
YBR002C	RER2	241708	242568	861
YBR003W	COQ1	242809	244230	1422
YBR004C	GPI18	244366	245667	1302
YBR005W	RCR1	245906	246547	642
YBR006W	UGA2	247010	248503	1494
YBR007C	DSF2	248806	251016	2211
YBR008C	FLR1	252563	254209	1647
YBR009C	HHF1	255373	255684	312
YBR010W	HHT1	256331	256741	411
YBR011C	IPP1	257112	257975	864
YBR012C	""	259147	259566	420
YBR013C	""	265492	265881	390
YBR014C	GRX7	266725	267336	612
YBR015C	MNN2	267710	269503	1794
YBR016W	""	270247	270633	387
YBR017C	KAP104	270947	273703	2757
YBR018C	GAL7	274427	275527	1101
YBR019C	GAL10	276253	278352	2100
YBR020W	GAL1	279021	280607	1587
YBR021W	FUR4	281443	283344	1902
YBR022W	POA1	283738	284271	534
YBR023C	CHS3	284428	287925	3498
YBR024W	SCO2	289445	290350	906
YBR025C	OLA1	290681	291865	1185
YBR026C	ETR1	292877	294019	1143
YBR027C	""	294024	294356	333
YBR028C	YPK3	294425	296002	1578
YBR029C	CDS1	296369	297742	1374
YBR030W	RKM3	298292	299950	1659
YBR031W	RPL4A	300166	301254	1089
YBR032W	""	301519	301821	303
YBR033W	EDS1	301944	304703	2760
YBR034C	HMT1	304930	305976	1047
YBR035C	PDX3	306269	306955	687
YBR036C	CSG2	309081	310313	1233
YBR037C	SCO1	310565	311452	888
YBR038W	CHS2	311898	314789	2892
YBR039W	ATP3	315575	316510	936
YBR040W	FIG1	316968	317864	897
YBR041W	FAT1	318266	320275	2010
YBR042C	CST26	320416	321609	1194
YBR043C	QDR3	321876	323945	2070
YBR044C	TCM62	324341	326059	1719
YBR045C	GIP1	328173	330092	1920
YBR046C	ZTA1	330507	331511	1005
YBR047W	FMP23	331833	332360	528
YBR048W	RPS11B	332831	333812	982
YBR049C	REB1	334386	336818	2433
YBR050C	REG2	337183	338199	1017
YBR051W	""	337988	338338	351
YBR052C	RFS1	338720	339352	633
YBR053C	""	339675	340751	1077
YBR054W	YRO2	343101	344135	1035
YBR055C	PRP6	344602	347301	2700
YBR056C-B	""	351293	351451	159
YBR056W	""	347879	349384	1506
YBR056W-A	""	351255	351455	201
YBR057C	MUM2	352193	353293	1101
YBR058C	UBP14	353672	356017	2346
YBR058C-A	TSC3	356324	356566	243
YBR059C	AKL1	356861	360187	3327
YBR060C	ORC2	360652	362514	1863
YBR061C	TRM7	364787	365719	933
YBR062C	""	365976	366600	625
YBR063C	""	366970	368184	1215
YBR064W	""	367763	368191	429
YBR065C	ECM2	368584	369678	1095
YBR066C	NRG2	370037	370699	663
YBR067C	TIP1	372103	372735	633
YBR068C	BAP2	373861	375690	1830
YBR069C	TAT1	376574	378433	1860
YBR070C	ALG14	379221	379934	714
YBR071W	""	380411	381046	636
YBR072C-A	""	382860	383021	162
YBR072W	HSP26	382030	382674	645
YBR073W	RDH54	383112	385988	2877
YBR074W	PFF1	386286	389216	2931
YBR076C-A	""	391351	391617	267
YBR076W	ECM8	390227	391291	1065
YBR077C	SLM4	391805	392293	489
YBR078W	ECM33	393123	394742	1620
YBR079C	RPG1	395383	398277	2895
YBR080C	SEC18	398614	400890	2277
YBR081C	SPT7	401253	405251	3999
YBR082C	UBC4	406628	407169	542
YBR083W	TEC1	409169	410629	1461
YBR084C-A	RPL19A	414186	415261	1076
YBR084W	MIS1	411054	413981	2928
YBR085C-A	""	418907	419164	258
YBR085W	AAC3	415983	416906	924
YBR086C	IST2	420201	423041	2841
YBR087W	RFC5	423765	424829	1065
YBR088C	POL30	424990	425766	777
YBR089C-A	NHP6B	426190	426489	300
YBR089W	""	425183	425782	600
YBR090C	""	426333	427058	726
YBR091C	TIM12	427155	427484	330
YBR092C	PHO3	427698	429101	1404
YBR093C	PHO5	429548	430951	1404
YBR094W	PBY1	432036	434297	2262
YBR095C	RXT2	434406	435698	1293
YBR096W	""	436021	436713	693
YBR097W	VPS15	436951	441315	4365
YBR098W	MMS4	441515	443590	2076
YBR099C	""	442924	443307	384
YBR101C	FES1	443821	444693	873
YBR102C	EXO84	445062	447323	2262
YBR103C-A	""	449320	449463	144
YBR103W	SIF2	447709	449316	1608
YBR104W	YMC2	449667	450656	990
YBR105C	VID24	450881	451969	1089
YBR106W	PHO88	452658	453224	567
YBR107C	IML3	453793	454530	738
YBR108W	AIM3	454822	457665	2844
YBR109C	CMD1	457919	458362	444
YBR109W-A	""	458608	458832	225
YBR110W	ALG1	458872	460221	1350
YBR111C	YSA1	461178	461873	696
YBR111W-A	SUS1	462139	462579	441
YBR112C	CYC8	462870	465770	2901
YBR113W	""	465566	466048	483
YBR114W	RAD16	467248	469620	2373
YBR115C	LYS2	469748	473926	4179
YBR116C	""	474199	474726	528
YBR117C	TKL2	474392	476437	2046
YBR118W	TEF2	477671	479047	1377
YBR119W	MUD1	479338	480323	986
YBR120C	CBP6	480435	480923	489
YBR121C	GRS1	481364	483367	2004
YBR121C-A	""	482326	482484	159
YBR122C	MRPL36	483970	484503	534
YBR123C	TFC1	484742	486691	1950
YBR124W	""	486507	486866	360
YBR125C	PTC4	487199	488380	1182
YBR126C	TPS1	488905	490392	1488
YBR126W-A	MEO1	490850	491056	207
YBR126W-B	""	490927	491070	144
YBR127C	VMA2	491269	492822	1554
YBR128C	ATG14	493081	494115	1035
YBR129C	OPY1	494353	495339	987
YBR130C	SHE3	495592	496869	1278
YBR131C-A	""	497650	497739	90
YBR131W	CCZ1	497163	499277	2115
YBR132C	AGP2	499652	501442	1791
YBR133C	HSL7	501804	504287	2484
YBR134W	""	504243	504644	402
YBR135W	CKS1	504854	505306	453
YBR136W	MEC1	505668	512774	7107
YBR137W	""	513044	513583	540
YBR138C	""	513762	515336	1575
YBR139W	""	515664	517190	1527
YBR140C	IRA1	517350	526628	9279
YBR141C	BMT2	527025	528038	1014
YBR141W-A	""	527167	527262	96
YBR142W	MAK5	528317	530638	2322
YBR143C	SUP45	530869	532182	1314
YBR144C	""	533235	533549	315
YBR145W	ADH5	533762	534817	1056
YBR146W	MRPS9	535260	536096	837
YBR147W	RTC2	536575	537465	891
YBR148W	YSW1	537876	539705	1830
YBR149W	ARA1	539987	541021	1035
YBR150C	TBS1	541209	544493	3285
YBR151W	APD1	545028	545978	951
YBR152W	SPP381	546376	547251	876
YBR153W	RIB7	547460	548194	735
YBR154C	RPB5	548362	549009	648
YBR155W	CNS1	549771	550928	1158
YBR156C	SLI15	551104	553200	2097
YBR157C	ICS2	553543	554310	768
YBR158W	AMN1	556549	558198	1650
YBR159W	IFA38	558685	559728	1044
YBR160W	CDC28	560078	560974	897
YBR161W	CSH1	561634	562764	1131
YBR162C	TOS1	563203	564570	1368
YBR162W-A	YSY6	565231	565428	198
YBR163W	EXO5	565723	567480	1758
YBR164C	ARL1	567875	568426	552
YBR165W	UBS1	568852	569685	834
YBR166C	TYR1	569842	571200	1359
YBR167C	POP7	571468	571890	423
YBR168W	PEX32	572371	573612	1242
YBR169C	SSE2	573915	575996	2082
YBR170C	NPL4	576344	578086	1743
YBR171W	SEC66	578364	578984	621
YBR172C	SMY2	579150	581372	2223
YBR173C	UMP1	581726	582172	447
YBR174C	""	582338	582652	315
YBR175W	SWD3	582408	583355	948
YBR176W	ECM31	583720	584658	939
YBR177C	EHT1	584807	586162	1356
YBR178W	""	586071	586445	375
YBR179C	FZO1	586547	589114	2568
YBR180W	DTR1	589741	591459	1719
YBR181C	RPS6B	591712	592774	1063
YBR182C	SMP1	593506	594864	1359
YBR182C-A	""	595361	595555	195
YBR183W	YPC1	596115	597065	951
YBR184W	""	597363	598934	1572
YBR185C	MBA1	599123	599959	837
YBR186W	PCH2	600553	602360	1808
YBR187W	GDT1	602634	603476	843
YBR188C	NTC20	603685	604107	423
YBR189W	RPS9B	604508	605508	1001
YBR190W	""	605966	606277	312
YBR191W	RPL21A	606270	607140	871
YBR191W-A	""	607149	607223	75
YBR192W	RIM2	607652	608785	1134
YBR193C	MED8	609082	609753	672
YBR194W	AIM4	610038	610409	372
YBR195C	MSI1	610614	611882	1269
YBR196C	PGI1	612236	613900	1665
YBR196C-A	""	614024	614173	150
YBR196C-B	""	614526	614630	105
YBR197C	""	615203	615856	654
YBR198C	TAF5	616127	618523	2397
YBR199W	KTR4	618909	620303	1395
YBR200W	BEM1	620872	622527	1656
YBR200W-A	""	622983	623147	165
YBR201C-A	""	624493	624696	204
YBR201W	DER1	623576	624211	636
YBR202W	MCM7	625772	628309	2538
YBR203W	COS111	629168	631942	2775
YBR204C	LDH1	632254	633381	1128
YBR205W	KTR3	633622	634836	1215
YBR206W	""	634601	634924	324
YBR207W	FTH1	635146	636543	1398
YBR208C	DUR1,2	636703	642210	5508
YBR209W	""	642583	642900	318
YBR210W	ERV15	645550	645978	429
YBR211C	AME1	646158	647132	975
YBR212W	NGR1	647886	649904	2019
YBR213W	MET8	650368	651192	825
YBR214W	SDS24	651415	652998	1584
YBR215W	HPC2	653356	655317	1962
YBR216C	YBP1	655576	657600	2025
YBR217W	ATG12	657832	658392	561
YBR218C	PYC2	658707	662249	3543
YBR219C	""	662499	663303	805
YBR220C	""	662995	664677	1683
YBR221C	PDB1	665153	666253	1101
YBR221W-A	""	666538	666642	105
YBR222C	PCS60	666720	668351	1632
YBR223C	TDP1	668663	670297	1635
YBR223W-A	""	668721	668840	120
YBR224W	""	670125	670640	516
YBR225W	""	670627	673329	2703
YBR226C	""	673155	673565	411
YBR227C	MCX1	673572	675134	1563
YBR228W	SLX1	675313	676227	915
YBR229C	ROT2	676357	679221	2865
YBR230C	OM14	679549	680050	502
YBR230W-A	""	680362	680562	201
YBR231C	SWC5	682179	683090	912
YBR232C	""	683373	683732	360
YBR233W	PBP2	683428	684669	1242
YBR233W-A	DAD3	684977	685261	285
YBR234C	ARC40	685438	686592	1155
YBR235W	VHC1	686901	690263	3363
YBR236C	ABD1	690383	691693	1311
YBR237W	PRP5	691969	694518	2550
YBR238C	""	695107	697302	2196
YBR239C	ERT1	698354	699943	1590
YBR240C	THI2	700490	701842	1353
YBR241C	""	702589	704055	1467
YBR242W	""	704670	705386	717
YBR243C	ALG7	705447	706793	1347
YBR244W	GPX2	707528	708016	489
YBR245C	ISW1	708150	711539	3390
YBR246W	RRT2	711591	712754	1164
YBR247C	ENP1	713004	714455	1452
YBR248C	HIS7	714807	716465	1659
YBR249C	ARO4	716882	717994	1113
YBR250W	SPO23	719033	720604	1572
YBR251W	MRPS5	721390	722313	924
YBR252W	DUT1	722611	723054	444
YBR253W	SRB6	723270	723635	366
YBR254C	TRS20	723736	724263	528
YBR255C-A	""	726618	727074	457
YBR255W	MTC4	724456	726540	2085
YBR256C	RIB5	727386	728102	717
YBR257W	POP4	728885	729724	840
YBR258C	SHG1	729734	730162	429
YBR259W	""	730387	732453	2067
YBR260C	RGD1	732639	734639	2001
YBR261C	TAE1	734832	735530	699
YBR262C	MIC12	735720	736040	321
YBR263W	SHM1	736264	737736	1473
YBR264C	YPT10	737770	738369	600
YBR265W	TSC10	738582	739544	963
YBR266C	SLM6	739936	740388	453
YBR267W	REI1	739841	741022	1182
YBR268W	MRPL37	741299	741616	318
YBR269C	SDH8	742160	742576	417
YBR270C	BIT2	742761	744398	1638
YBR271W	EFM2	744852	746111	1260
YBR272C	HSM3	746361	747803	1443
YBR273C	UBX7	748061	749371	1311
YBR274W	CHK1	749594	751177	1584
YBR275C	RIF1	751356	757106	5751
YBR276C	PPS1	757620	760043	2424
YBR277C	""	760215	760616	402
YBR278W	DPB3	760294	760899	606
YBR279W	PAF1	761257	762594	1338
YBR280C	SAF1	762784	764697	1914
YBR281C	DUG2	764970	767606	2637
YBR282W	MRPL27	768240	768680	441
YBR283C	SSH1	768943	770415	1473
YBR284W	""	771239	773632	2394
YBR285W	""	773922	774356	435
YBR286W	APE3	774700	776313	1614
YBR287W	""	776571	777854	1284
YBR288C	APM3	778012	779463	1452
YBR289W	SNF5	779667	782384	2718
YBR290W	BSD2	782591	783556	966
YBR291C	CTP1	783673	784572	900
YBR292C	""	784702	785073	372
YBR293W	VBA2	787006	788430	1425
YBR294W	SUL1	789235	791814	2580
YBR295W	PCA1	792849	796499	3651
YBR296C	PHO89	796798	798522	1725
YBR296C-A	""	800123	800242	120
YBR297W	MAL33	800523	801929	1407
YBR298C	MAL31	802631	804475	1845
YBR298C-A	""	805035	805256	222
YBR299W	MAL32	805351	807105	1755
YBR300C	""	808600	809097	498
YBR301W	PAU24	809057	809419	363
YBR302C	COS2	810340	811479	1140
YCL001W	RER1	111916	112482	567
YCL001W-A	""	113080	113541	462
YCL001W-B	""	113770	114024	255
YCL002C	""	110808	111675	868
YCL004W	PGS1	109105	110670	1566
YCL005W	LDB16	108021	108791	771
YCL005W-A	VMA9	107023	107417	395
YCL007C	""	106974	107366	393
YCL008C	STP22	105696	106853	1158
YCL009C	ILV6	104619	105548	930
YCL010C	SGF29	103571	104350	780
YCL011C	GBP2	102075	103358	1284
YCL012C	""	101317	101788	472
YCL014W	BUD3	96281	101191	4911
YCL016C	DCC1	94621	95763	1143
YCL017C	NFS1	92777	94270	1494
YCL018W	LEU2	91324	92418	1095
YCL021W-A	""	83620	83997	378
YCL022C	""	81570	82085	516
YCL023C	""	78949	79296	348
YCL024W	KCC4	79162	82275	3114
YCL025C	AGP1	76018	77919	1902
YCL026C-A	FRM2	74704	75285	582
YCL026C-B	HBN1	73405	73986	582
YCL027W	FUS1	71803	73341	1539
YCL028W	RNQ1	70150	71367	1218
YCL029C	BIK1	68599	69921	1323
YCL030C	HIS4	65934	68333	2400
YCL031C	RRP7	64675	65568	894
YCL032W	STE50	63441	64481	1041
YCL033C	MXR2	62776	63282	507
YCL034W	LSB5	61658	62722	1065
YCL035C	GRX1	60841	61173	333
YCL036W	GFD2	59026	60726	1701
YCL037C	SRO9	57374	58678	1305
YCL038C	ATG22	54941	56527	1587
YCL039W	GID7	52645	54882	2238
YCL040W	GLK1	50838	52340	1503
YCL041C	""	50133	50627	495
YCL042W	""	50584	50943	360
YCL043C	PDI1	48653	50221	1569
YCL044C	MGR1	47111	48364	1254
YCL045C	EMC1	44623	46905	2283
YCL046W	""	46640	46963	324
YCL047C	POF1	43661	44437	777
YCL048W	SPS22	42165	43556	1392
YCL048W-A	""	41488	41727	240
YCL049C	""	39786	40724	939
YCL050C	APA1	37836	38801	966
YCL051W	LRE1	35865	37616	1752
YCL052C	PBN1	34143	35393	1251
YCL054W	SPB1	31449	33974	2526
YCL054W-A	RDT1	30910	30996	87
YCL055W	KAR4	27929	28936	1008
YCL056C	PEX34	26925	27359	435
YCL057C-A	MIC10	24032	24325	294
YCL057W	PRD1	24768	26906	2139
YCL058C	FYV5	23523	23981	459
YCL058W-A	ADF1	23584	23925	342
YCL059C	KRR1	22429	23379	951
YCL061C	MRC1	18816	22106	3291
YCL063W	VAC17	17290	18561	1272
YCL064C	CHA1	15798	16880	1083
YCL065W	""	13751	14119	369
YCL066W	HMLALPHA1	13282	13809	528
YCL067C	HMLALPHA2	12386	13018	633
YCL068C	""	11503	12285	783
YCL069W	VBA3	9706	11082	1377
YCL073C	GEX1	6479	8326	1848
YCL076W	""	1392	2135	744
YCR001W	""	115685	115999	315
YCR002C	CDC10	117380	118348	969
YCR003W	MRPL32	118620	119171	552
YCR004C	YCP4	119575	120318	744
YCR005C	CIT2	120946	122328	1383
YCR006C	""	122530	123003	474
YCR007C	""	126011	126730	720
YCR008W	SAT4	128470	130281	1812
YCR009C	RVS161	130745	131542	798
YCR010C	ADY2	132273	133124	852
YCR011C	ADP1	133724	136873	3150
YCR012W	PGK1	137746	138996	1251
YCR013C	""	138402	139049	648
YCR014C	POL4	139185	140933	1749
YCR015C	CTO1	141217	142170	954
YCR016W	""	143634	144506	873
YCR017C	CWH43	144773	147634	2862
YCR018C	SRD1	148238	148903	666
YCR018C-A	""	151608	151862	255
YCR019W	MAK32	152837	153928	1092
YCR020C	PET18	154012	154659	648
YCR020C-A	MAK31	154830	155096	267
YCR020W-B	HTL1	155320	155556	237
YCR021C	HSP30	156109	157107	999
YCR022C	""	157421	157765	345
YCR023C	""	158538	160373	1836
YCR024C	SLM5	160744	162222	1479
YCR024C-A	PMP1	162945	163067	123
YCR024C-B	""	162599	162865	267
YCR025C	""	163446	163856	411
YCR026C	NPP1	164111	166339	2229
YCR027C	RHB1	167370	167999	630
YCR028C	FEN2	170886	172424	1539
YCR028C-A	RIM1	172950	173440	491
YCR030C	SYP1	173826	176438	2613
YCR031C	RPS14A	177500	178220	721
YCR032W	BPH1	179520	186023	6504
YCR033W	SNT1	186489	190169	3681
YCR034W	ELO2	190592	191635	1044
YCR035C	RRP43	191834	193018	1185
YCR036W	RBK1	193297	194298	1002
YCR037C	PHO87	194414	197185	2772
YCR038C	BUD5	197621	199549	1929
YCR038W-A	""	199293	199418	126
YCR039C	MATALPHA2	199546	200178	633
YCR040W	MATALPHA1	200442	200969	528
YCR041W	""	200911	201243	333
YCR042C	TAF2	201174	205397	4224
YCR043C	""	206261	206644	384
YCR044C	PER1	206877	207950	1074
YCR045C	RRT12	208135	209610	1476
YCR045W-A	""	208751	209101	351
YCR046C	IMG1	209914	210423	510
YCR047C	BUD23	210718	211545	828
YCR047W-A	""	211301	211507	207
YCR048W	ARE1	211929	213761	1833
YCR049C	""	211871	212317	447
YCR050C	""	213464	213772	309
YCR051W	""	214071	214739	669
YCR052W	RSC6	214994	216445	1452
YCR053W	THR4	216697	218241	1545
YCR054C	CTR86	218376	220067	1692
YCR057C	PWP2	220457	223228	2772
YCR059C	YIH1	223454	224230	777
YCR060W	TAH1	224399	224734	336
YCR061W	""	225563	227458	1896
YCR063W	BUD31	228318	228791	474
YCR064C	""	228095	228505	411
YCR065W	HCM1	229310	231004	1695
YCR066W	RAD18	231500	232963	1464
YCR067C	SED4	233125	236322	3198
YCR068W	ATG15	237214	238776	1563
YCR069W	CPR4	239055	240011	957
YCR071C	IMG2	240103	240543	441
YCR072C	RSA4	240805	242352	1548
YCR073C	SSK22	242588	246583	3996
YCR073W-A	SOL2	246963	247910	948
YCR075C	ERS1	248033	248815	783
YCR075W-A	EGO2	248975	249202	228
YCR076C	FUB1	249293	250045	753
YCR077C	PAT1	250238	252628	2391
YCR079W	PTC6	252845	254173	1329
YCR081C-A	""	258415	258651	237
YCR081W	SRB8	254371	258654	4284
YCR082W	AHC2	258883	259269	387
YCR083W	TRX3	259578	259961	384
YCR084C	TUP1	260311	262452	2142
YCR085W	""	262916	263269	354
YCR086W	CSM1	263392	263964	573
YCR087C-A	""	264006	264467	462
YCR087W	""	263976	264491	516
YCR088W	ABP1	265068	266846	1779
YCR089W	FIG2	267434	272263	4830
YCR090C	""	272315	272863	549
YCR091W	KIN82	274404	276566	2163
